"strongs_number","original_word","english_translation","transliteration","translated_word","word"
"H7200","רָאָה","to see","râʼâh","لترى","فَتَرَاءَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","فَتَرَاءَى"
"H7200","רָאָה","to see","râʼâh","لترى","فَتَرَاءَيَا"
"H7200","רָאָה","to see","râʼâh","لترى","فَتَرَوْنَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَتَرَوْنَهَا"
"H7200","רָאָה","to see","râʼâh","لترى","فَتَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","فَتُعْرَضُ"
"H7200","רָאָה","to see","râʼâh","لترى","فَتَنْظُرُ"
"H7200","רָאָה","to see","râʼâh","لترى","فَتَنْظُرُونَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَحِينَ يَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","فَحِينَمَا يَرَاكَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَرَآنِي"
"H7200","רָאָה","to see","râʼâh","لترى","فَرَآهُ"
"H7200","רָאָה","to see","râʼâh","لترى","فَرَآهَا"
"H7200","רָאָה","to see","râʼâh","لترى","فَرَآهُمَا"
"H7200","רָאָה","to see","râʼâh","لترى","فَرَأَتِ"
"H7200","רָאָה","to see","râʼâh","لترى","فَرَأَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","فَرَأَوْا"
"H7200","רָאָה","to see","râʼâh","لترى","فَرَأَيْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","فَظَهَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَظَهَرَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا أَبْصَرَتِ"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا أَبْصَرُوهُ"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا رَآهُ"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا رَآهُمَا"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا رَأَتِ"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا رَأَوْا"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا رَأَى"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا رَأَى ذلِكَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَلَمَّا نَظَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَلْيَنْظُرْ"
"H7200","רָאָה","to see","râʼâh","لترى","فَمَتَى رَآهُ"
"H7200","רָאָה","to see","râʼâh","لترى","فَمَتَى رَأَى"
"H7200","רָאָה","to see","râʼâh","لترى","فَنَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","فَنَظَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَنَظَرَهَا"
"H7200","רָאָה","to see","râʼâh","لترى","فَنَظَرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","فَنَنْظُرَ إِلَيْهِ"
"H7200","רָאָה","to see","râʼâh","لترى","فِي"
"H7200","רָאָה","to see","râʼâh","لترى","فِي رُؤْيَايَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَيُبْصِرَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَيُبْصِرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","فَيَتَرَاءَى"
"H7200","רָאָה","to see","râʼâh","لترى","فَيَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","فَيُرَى"
"H7200","רָאָה","to see","râʼâh","لترى","فَيَرَى ذلِكَ"
"H7200","רָאָה","to see","râʼâh","لترى","فَيَظْهَرُ"
"H7200","רָאָה","to see","râʼâh","لترى","فَيَنْظُرُونَ"
"H7200","רָאָה","to see","râʼâh","لترى","قُبَالَةَ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدِ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ أَبْصَرَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ أَبْصَرَتَا"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ أَبْصَرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ أَرَانَا"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ أُرِيتَ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ أَرَيْتُكَ إِيَّاهَا"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ تَرَاءَى"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ رَأَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ رَأَتَا"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ رَأَوْا"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ رَأَيْتَ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ رَأَيْتُمْ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ رَأَيْنَا"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ رَأَيْنَاهُ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ ظَهَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ ظَهَرْتَ"
"H7200","רָאָה","to see","râʼâh","لترى","قَدْ نَظَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","كَانَ يُرَى"
"H7200","רָאָה","to see","râʼâh","لترى","كَمَا يُرَى"
"H7200","רָאָה","to see","râʼâh","لترى","كَنَظَرِ"
"H7200","רָאָה","to see","râʼâh","لترى","لأَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","لأَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","لإِظْهَارِ"
"H7200","רָאָה","to see","râʼâh","لترى","لاَ تَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","لِتُبْصِرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","لِتَرَوْا"
"H7200","רָאָה","to see","râʼâh","لترى","لِتَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","لِتَظْهَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","لِتَظْهَرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","لِتَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","لِتَنْظُرْ"
"H7200","רָאָה","to see","râʼâh","لترى","لِرُؤْيَةِ"
"H7200","רָאָה","to see","râʼâh","لترى","لِعِيَادَةِ"
"H7200","רָאָה","to see","râʼâh","لترى","لِكَيْ أُبْصِرَ"
"H7200","רָאָה","to see","râʼâh","لترى","لِكَيْ يَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","لِكَيْ يُرِيَهَا"
"H7200","רָאָה","to see","râʼâh","لترى","لِكَيْ يَظْهَرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","لَمَّا رَآهَا"
"H7200","רָאָה","to see","râʼâh","لترى","لَمَّا رَآهُمْ"
"H7200","רָאָה","to see","râʼâh","لترى","لَمَّا رَأَوْا"
"H7200","רָאָה","to see","râʼâh","لترى","لَمَّا رَأَى"
"H7200","רָאָה","to see","râʼâh","لترى","لَمَّا رَأَيْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","لِنَاظِرِي"
"H7200","רָאָה","to see","râʼâh","لترى","لِنَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَتَرَاءَى"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَرَاكَ"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَرَانِي"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَرَاهُ"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَرَوْا"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","لِيُرِيَ"
"H7200","רָאָה","to see","râʼâh","لترى","لِيُرِيَكُمُ"
"H7200","רָאָה","to see","râʼâh","لترى","لِيُرِيَهُمْ"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَظْهَرْ"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَنْظُرْ"
"H7200","רָאָה","to see","râʼâh","لترى","لِيَنْظُرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","مَا رَأَيْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","مَتَى رَأَى"
"H7200","רָאָה","to see","râʼâh","لترى","مِنْ أَنْ تَنْظُرَا"
"H7200","רָאָה","to see","râʼâh","لترى","مِنَ الَّذِينَ يَنْظُرُونَ"
"H7200","רָאָה","to see","râʼâh","لترى","مِنَ النَّظَرِ"
"H7200","רָאָה","to see","râʼâh","لترى","مَنْ رَآهَا"
"H7200","רָאָה","to see","râʼâh","لترى","مَنْ رَأَى"
"H7200","רָאָה","to see","râʼâh","لترى","مَنْ يَرَاكَ"
"H7200","רָאָה","to see","râʼâh","لترى","مَنْ يَرَانِي"
"H7200","רָאָה","to see","râʼâh","لترى","مَنْ يَنْظُرُ"
"H7200","רָאָה","to see","râʼâh","لترى","نَاظِرٌ"
"H7200","רָאָה","to see","râʼâh","لترى","نَاظِرَ"
"H7200","רָאָה","to see","râʼâh","لترى","نَاظِرَتَانِ"
"H7200","רָאָה","to see","râʼâh","لترى","نَتَرَاءَ"
"H7200","רָאָה","to see","râʼâh","لترى","نَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","نَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","نَظَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","نَظَرُ"
"H7200","רָאָה","to see","râʼâh","لترى","نَظَرًا"
"H7200","רָאָה","to see","râʼâh","لترى","نَظَرَتِ"
"H7200","רָאָה","to see","râʼâh","لترى","نَظَرْتَ"
"H7200","רָאָה","to see","râʼâh","لترى","نَظَرْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","نَظَرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","هِيَ الَّتِي أَبْصَرَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَبْصَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَبْصِرْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَبْصَرَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَبْصِرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَتَرَاءَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَرَانِي"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَرَاهُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَرَاهُمُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَرَاهُمْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَرَوْهُمْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَأُرِي"
"H7200","רָאָה","to see","râʼâh","لترى","وَأُرِيهِ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَنَا ظَهَرْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَأَنْظُرُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَإِذَا رَأَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَإِذَا رَأَى أَحَدٌ"
"H7200","רָאָה","to see","râʼâh","لترى","وَانْظُرِ"
"H7200","רָאָה","to see","râʼâh","لترى","وَانْظُرْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَانْظُرْنَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَانْظُرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","وَانْظُرِي"
"H7200","רָאָה","to see","râʼâh","لترى","وَتُبْصِرُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَتَرَاءَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَتَرَاءَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَتَرَاءَيَا"
"H7200","רָאָה","to see","râʼâh","لترى","وَتَرَوْنَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَتَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَتُرَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَتَظْهَرِ"
"H7200","רָאָה","to see","râʼâh","لترى","وَتُمَيِّزُونَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَتَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَتَنْظُرُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَتَنْظُرَانِهِنَّ"
"H7200","רָאָה","to see","râʼâh","لترى","وَرَآهَا"
"H7200","רָאָה","to see","râʼâh","لترى","وَرَأَتِ"
"H7200","רָאָה","to see","râʼâh","لترى","وَرَأَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَرَأَوْا"
"H7200","רָאָה","to see","râʼâh","لترى","وَرَأَيْتَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَرَأَيْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَرَأَيْتُكِ"
"H7200","רָאָה","to see","râʼâh","لترى","وَرَأَيْتُمْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَرَأَيْتُهُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَرُئِيَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَظَهَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَظَهَرَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَقَدْ أَرَانِي"
"H7200","רָאָה","to see","râʼâh","لترى","وَقَدْ رَأَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَقَدْ رَأَيْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَقَدْ رَأَيْنَا"
"H7200","רָאָה","to see","râʼâh","لترى","وَلأَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلْتَظْهَرِ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلكِنْ لَمَّا رَأَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا رَآهُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا رَأَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا رَأَتْهُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا رَأَوْا"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا رَأَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا رَأَيْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا رَأَيْتُهُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا رَأَيْنَا"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا ظَهَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا نَظَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلَمَّا نَظَرَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَلْيَنْظُرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","وَمَتَى نَظَرْتَهَا"
"H7200","רָאָה","to see","râʼâh","لترى","وَمَنْ يُرَاقِبُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَظَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَظَرَ إِلَيْهِمْ"
"H7200","רָאָה","to see","râʼâh","لترى","ونَظَرْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَظَرَتْ"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَظَرْتَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَظَرْتُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَظَرْتَ إِلَيَّ"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَظَرَهُمَا"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَظَرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","وَنَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَهُوَ يَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَيُبْصِرُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَيَتَفَرَّسُونَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَيَرَاهُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَيَرَوْنَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَيَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَيُرَى"
"H7200","רָאָה","to see","râʼâh","لترى","وَيُرِي"
"H7200","רָאָה","to see","râʼâh","لترى","وَيُرِيَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَيُرِينِي"
"H7200","רָאָה","to see","râʼâh","لترى","وَيُعَايِنُ"
"H7200","רָאָה","to see","râʼâh","لترى","وَيَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","وَيَنْظُرُ"
"H7200","רָאָה","to see","râʼâh","لترى","يُبْصِرَ"
"H7200","רָאָה","to see","râʼâh","لترى","يُبْصِرُ"
"H7200","רָאָה","to see","râʼâh","لترى","يُبْصِرْ"
"H7200","רָאָה","to see","râʼâh","لترى","يُبْصِرَا"
"H7200","רָאָה","to see","râʼâh","لترى","يُبْصِرُنَا"
"H7200","רָאָה","to see","râʼâh","لترى","يُبْصِرُونَ"
"H7200","רָאָה","to see","râʼâh","لترى","يَتَرَاءَى"
"H7200","רָאָה","to see","râʼâh","لترى","يَحْضُرُ"
"H7200","רָאָה","to see","râʼâh","لترى","يَحْضُرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَ"
"H7200","רָאָה","to see","râʼâh","لترى","يُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","يِرْأَهْ"
"H7200","רָאָה","to see","râʼâh","لترى","يُرَاعِي"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَاكِ"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَانَا"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَانِي"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَاهُ"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَاهَا"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَاهُمْ"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَهُ"
"H7200","רָאָה","to see","râʼâh","لترى","يُرِهِمْ"
"H7200","רָאָה","to see","râʼâh","لترى","يُرِهِمْ إِيَّاهُ"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَوْا"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَوْنَ"
"H7200","רָאָה","to see","râʼâh","لترى","يُرَوْنَ"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَوْنَنِي"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَوْنَهَا"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَوْنَهُمْ"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَى"
"H7200","רָאָה","to see","râʼâh","لترى","يُرَى"
"H7200","רָאָה","to see","râʼâh","لترى","يَرَى ذلِكَ"
"H7200","רָאָה","to see","râʼâh","لترى","يُرِينَا"
"H7200","רָאָה","to see","râʼâh","لترى","يُرِينِي"
"H7200","רָאָה","to see","râʼâh","لترى","يُرِيهِمِ"
"H7200","רָאָה","to see","râʼâh","لترى","يُشْرِفُ"
"H7200","רָאָה","to see","râʼâh","لترى","يَظْهَرُ"
"H7200","רָאָה","to see","râʼâh","لترى","يَظْهَرْ"
"H7200","רָאָה","to see","râʼâh","لترى","يَظْهَرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","يُعَايِنُونَ"
"H7200","רָאָה","to see","râʼâh","لترى","يُعْرَضُ"
"H7200","רָאָה","to see","râʼâh","لترى","يَنْظُرَ"
"H7200","רָאָה","to see","râʼâh","لترى","يَنْظُرَانِ"
"H7200","רָאָה","to see","râʼâh","لترى","يَنْظُرُوا"
"H7200","רָאָה","to see","râʼâh","لترى","يَنْظُرُونَ"
"H7200","רָאָה","to see","râʼâh","لترى","يَنْظُرُونَ إِلَيَّ"
"H7204","רֹאֶה","Haroeh","Rôʼêh","Haroeh","هَرُوَاهُ"
"H7205","רְאוּבֵן","Reuben","Rᵉʼûwbên","روبن","رَأُوبَيْنَ"
"H7205","רְאוּבֵן","Reuben","Rᵉʼûwbên","روبن","رَأُوبَيْنُ"
"H7205","רְאוּבֵן","Reuben","Rᵉʼûwbên","روبن","كَرَأُوبَيْنَ"
"H7205","רְאוּבֵן","Reuben","Rᵉʼûwbên","روبن","لِرَأُوبَيْنَ"
"H7205","רְאוּבֵן","Reuben","Rᵉʼûwbên","روبن","وَرَأُوبَيْنُ"
"H7208","רְאוּמָה","Reumah","Rᵉʼûwmâh","رومة","رَؤُومَةُ"
"H7211","רְאָיָה","Reaiah","Rᵉʼâyâh","ريياه","رَآيَا"
"H7211","רְאָיָה","Reaiah","Rᵉʼâyâh","ريياه","وَرَآيَا"
"H7220","רֹאשׁ","Rosh","Rôʼsh","روش","وَرُوشُ"
"H7237","רַבָּה","Rabbah","Rabbâh","رباح","رَبَّةَ"
"H7237","רַבָּה","Rabbah","Rabbâh","رباح","إِلَى رِبَّةَ"
"H7237","רַבָּה","Rabbah","Rabbâh","رباح","رَبَّةِ"
"H7237","רַבָּה","Rabbah","Rabbâh","رباح","رِبَّةَ"
"H7237","רַבָּה","Rabbah","Rabbâh","رباح","عَلَى رَبَّةِ"
"H7237","רַבָּה","Rabbah","Rabbâh","رباح","فِي رَبَّةِ"
"H7237","רַבָּה","Rabbah","Rabbâh","رباح","مِنْ رَبَّةِ"
"H7237","רַבָּה","Rabbah","Rabbâh","رباح","وَالرَّبَّةُ"
"H7245","רַבִּית","Rabbith","Rabbîyth","رابيث","وَرَبِّيتَ"
"H7247","רִבְלָה","Riblah","Riblâh","ربلة","إِلَى رَبْلَةَ"
"H7247","רִבְלָה","Riblah","Riblâh","ربلة","فِي رَبْلَةَ"
"H7248","רַב־מָג","Rag-mag","Rab-Mâg","راج ماج","رَئِيسُ الْمَجُوسِ"
"H7249","רַב־סָרִיס","Rab-Saris","Rab-Çârîyç","راب ساريس","رَئِيسُ الْخِصْيَانِ"
"H7249","רַב־סָרִיס","Rab-Saris","Rab-Çârîyç","راب ساريس","وَرَبْسَارِيسَ"
"H7254","רֶ֫בַע","Reba","Rebaʻ","ريبا","وَرَابَعَ"
"H7254","רֶ֫בַע","Reba","Rebaʻ","ريبا","وَرَابعَ"
"H7259","רִבְקָה","Rebekah","Ribqâh","رفقة","رِفْقَةَ"
"H7259","רִבְקָה","Rebekah","Ribqâh","رفقة","رِفْقَةُ"
"H7259","רִבְקָה","Rebekah","Ribqâh","رفقة","لِرِفْقَةَ"
"H7259","רִבְקָה","Rebekah","Ribqâh","رفقة","وَأَمَّا رِفْقَةُ"
"H7259","רִבְקָה","Rebekah","Ribqâh","رفقة","وَرِفْقَةَ"
"H7259","רִבְקָה","Rebekah","Ribqâh","رفقة","وَكَانَ لِرِفْقَةَ"
"H7259","רִבְקָה","Rebekah","Ribqâh","رفقة","وَكَانَتْ رِفْقَةُ"
"H7262","רַבְשָׁקֵה","Rabshakeh","Rabshâqêh","ربشاقى","رَبْشَاقَى"
"H7262","רַבְשָׁקֵה","Rabshakeh","Rabshâqêh","ربشاقى","لِرَبْشَاقَى"
"H7262","רַבְשָׁקֵה","Rabshakeh","Rabshâqêh","ربشاقى","وَرَبْشَاقَى"
"H7274","רֹגְלִים","Rogelim","Rôgᵉlîym","روجليم","مِنْ رُوجَلِيمَ"
"H7276","רֶ֫גֶם","Regem","Regem","ريجم","رَجَمُ"
"H7278","רֶ֫גֶם מֶ֫לֶךְ","Regem-melech","Regem Melek","ريجم ملك","وَرَجَمَ مَلِكَ"
"H7288","רַדַּי","Raddai","Radday","رداي","وَرَدَّايَ"
"H7293","רַ֫הַב","RahabEgypt","rahab","رحاب مصر","رَهَبَ"
"H7294","רַ֫הַב","pride|Rahab monster","Rahab","الكبرياء | راحاب الوحش","رَهَبَ"
"H7303","רָהְגָּה","Rohgah","Rôwhăgâh","Rohgah","وَرُهْجَةُ"
"H7316","רוּמָה","Rumah","Rûwmâh","رماح","رُومَةَ"
"H7316","רוּמָה","Rumah","Rûwmâh","رماح","وَدُومَةُ"
"H7320","רֹמַ֫מְתִּי עֶ֫זֶר","Romamti-ezer","Rôwmamtîy ʻEzer","رومامتي عيزر","لِرُومَمْتِي عَزَرَ"
"H7320","רֹמַ֫מְתִּי עֶ֫זֶר","Romamti-ezer","Rôwmamtîy ʻEzer","رومامتي عيزر","وَرُومَمْتِي عَزَرُ"
"H7327","רוּת","Ruth","Rûwth","راعوث","رَاعُوثَ"
"H7327","רוּת","Ruth","Rûwth","راعوث","رَاعُوثُ"
"H7327","רוּת","Ruth","Rûwth","راعوث","لِرَاعُوثَ"
"H7327","רוּת","Ruth","Rûwth","راعوث","وَأَمَّا رَاعُوثُ"
"H7327","רוּת","Ruth","Rûwth","راعوث","وَرَاعُوثُ"
"H7331","רְזוֹן","Rezon","Rᵉzôwn","ريزون","رَزُونَ"
"H7340","רְחוֹב","Rehob","Rᵉchôb","رحوب","رَحُوبَ"
"H7340","רְחוֹב","Rehob","Rᵉchôb","رحوب","وَرَحُوبَ"
"H7340","רְחוֹב","Rehob","Rᵉchôb","رحوب","وَرَحُوبُ"
"H7343","רָחָב","Rahab","Râchâb","راحاب","رَاحَابَ"
"H7343","רָחָב","Rahab","Râchâb","راحاب","رَاحَابُ"
"H7344","רְחֹבוֹת","Rehoboth","Rᵉchôbôwth","ريهوبوث","رَحُوبُوتَ"
"H7344","רְחֹבוֹת","Rehoboth","Rᵉchôbôwth","ريهوبوث","مِنْ رَحُوبُوتِ"
"H7344","רְחֹבוֹת","Rehoboth","Rᵉchôbôwth","ريهوبوث","وَرَحُوبُوتَ"
"H7345","רְחַבְיָהוּ","Rehabiah","Rᵉchabyâh","رحابيا","رَحَبْيَا"
"H7345","רְחַבְיָהוּ","Rehabiah","Rᵉchabyâh","رحابيا","وَأَمَّا رَحَبْيَا"
"H7346","רְחַבְעָם","Rehoboam","Rᵉchabʻâm","رحبعام","إِلَى رَحُبْعَامَ"
"H7346","רְחַבְעָם","Rehoboam","Rᵉchabʻâm","رحبعام","بَيْنَ رَحُبْعَامَ"
"H7346","רְחַבְעָם","Rehoboam","Rᵉchabʻâm","رحبعام","رَحُبْعَامَ"
"H7346","רְחַבְעָם","Rehoboam","Rᵉchabʻâm","رحبعام","رَحُبْعَامُ"
"H7346","רְחַבְעָם","Rehoboam","Rᵉchabʻâm","رحبعام","لَرَحُبْعَامَ"
"H7346","רְחַבְעָם","Rehoboam","Rᵉchabʻâm","رحبعام","وَأَمَّا رَحُبْعَامُ"
"H7346","רְחַבְעָם","Rehoboam","Rᵉchabʻâm","رحبعام","وَكَانَ رَحُبْعَامُ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","رَحُومَ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","رَحُومَ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","رَحُومَ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","رَحُومَ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","رَحُومُ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","رَحُومُ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","رَحُومُ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","رَحُومُ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","وَرَحُومُ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","وَرَحُومُ"
"H7348","רְחוּם","Rehum","Rᵉchûwm","ريهم","وَرَحُومُ"
